customer_id,tenure_months,monthly_charges,total_charges,contract_type,payment_method,has_tech_support,has_online_security,num_support_tickets,avg_monthly_usage,churn
CUST-2301,24,50.77,1218.48,Month-to-month,Electronic check,0,0,0,144,0
CUST-2302,72,83.06,5980.32,Month-to-month,Credit card,0,0,1,113,1
CUST-2303,61,117.36,7158.96,Month-to-month,Credit card,0,0,1,138,1
CUST-2304,71,21.14,1500.94,Month-to-month,Electronic check,1,0,1,114,0
CUST-2305,37,58.6,2168.2000000000003,Month-to-month,Credit card,0,0,0,102,1
CUST-2306,64,87.88,5624.32,One Year,Bank transfer,0,1,1,98,0
CUST-2307,66,80.62,5320.92,Month-to-month,Mailed check,1,1,0,108,0
CUST-2308,27,66.47,1794.69,One Year,Bank transfer,1,1,2,86,0
CUST-2309,7,63.27,442.89000000000004,Two Year,Bank transfer,1,1,1,100,0
CUST-2310,19,35.84,680.96,Month-to-month,Electronic check,0,0,1,81,1
CUST-2311,19,67.02,1273.3799999999999,One Year,Bank transfer,0,1,3,118,0
CUST-2312,65,57.57,3742.05,One Year,Electronic check,0,1,1,120,0
CUST-2313,70,36.52,2556.4,Month-to-month,Mailed check,0,1,0,130,0
CUST-2314,60,63.97,3838.2,Month-to-month,Electronic check,0,1,1,92,0
CUST-2315,65,81.07,5269.549999999999,Two Year,Electronic check,0,1,1,98,0
CUST-2316,56,31.98,1790.88,Month-to-month,Electronic check,1,0,0,10,0
CUST-2317,19,39.47,749.93,One Year,Credit card,1,0,1,100,0
CUST-2318,60,95.42,5725.2,Month-to-month,Mailed check,1,1,1,84,0
CUST-2319,3,21.72,65.16,One Year,Credit card,0,1,1,80,0
CUST-2320,59,85.32,5033.879999999999,Month-to-month,Electronic check,0,1,4,115,1
CUST-2321,45,23.33,1049.85,One Year,Bank transfer,0,1,3,69,1
CUST-2322,4,58.3,233.2,Month-to-month,Electronic check,0,1,3,107,1
CUST-2323,35,34.08,1192.8,Two Year,Mailed check,0,0,1,63,0
CUST-2324,47,47.42,2228.7400000000002,Two Year,Bank transfer,1,1,0,115,0
CUST-2325,4,49.97,199.88,Two Year,Electronic check,0,1,1,116,0
CUST-2326,56,24.45,1369.2,Month-to-month,Bank transfer,0,0,2,91,0
CUST-2327,57,108.74,6198.179999999999,Two Year,Bank transfer,0,1,0,116,0
CUST-2328,5,48.49,242.45000000000002,Month-to-month,Electronic check,0,0,0,130,1
CUST-2329,50,88.85,4442.5,Month-to-month,Bank transfer,0,1,1,71,0
CUST-2330,31,56.12,1739.72,One Year,Credit card,0,1,1,126,0
CUST-2331,16,109.87,1757.92,Month-to-month,Mailed check,1,1,2,132,1
CUST-2332,34,25.9,880.5999999999999,Two Year,Electronic check,0,1,1,79,0
CUST-2333,27,115.79,3126.3300000000004,One Year,Mailed check,1,0,1,118,0
CUST-2334,9,114.15,1027.3500000000001,Month-to-month,Credit card,0,1,2,66,0
CUST-2335,53,63.91,3387.23,Month-to-month,Mailed check,0,0,3,115,0
CUST-2336,20,100.31,2006.2,Two Year,Electronic check,0,0,1,74,0
CUST-2337,7,101.88,713.16,One Year,Electronic check,1,0,1,98,0
CUST-2338,61,113.26,6908.860000000001,Month-to-month,Electronic check,1,0,0,81,0
CUST-2339,1,103.71,103.71,Month-to-month,Credit card,0,0,3,60,0
CUST-2340,66,41.99,2771.34,One Year,Electronic check,1,0,2,123,0
CUST-2341,22,22.2,488.4,One Year,Credit card,0,0,1,61,0
CUST-2342,60,57.33,3439.7999999999997,Two Year,Electronic check,0,0,1,74,0
CUST-2343,66,115.46,7620.36,Month-to-month,Bank transfer,0,0,2,98,1
CUST-2344,34,71.04,2415.36,Two Year,Bank transfer,0,0,2,121,0
CUST-2345,26,94.23,2449.98,Two Year,Electronic check,1,0,1,73,0
CUST-2346,17,67.46,1146.82,One Year,Electronic check,0,0,2,128,1
CUST-2347,55,84.22,4632.1,One Year,Credit card,0,1,3,96,0
CUST-2348,5,105.99,529.9499999999999,Month-to-month,Electronic check,1,1,1,84,0
CUST-2349,62,61.64,3821.68,Month-to-month,Bank transfer,0,1,0,64,0
CUST-2350,15,113.05,1695.75,One Year,Bank transfer,1,1,4,118,1
CUST-2351,43,20.67,888.8100000000001,One Year,Mailed check,0,1,1,88,0
CUST-2352,22,95.04,2090.88,Month-to-month,Mailed check,0,1,3,97,0
CUST-2353,64,103.96,6653.44,Month-to-month,Credit card,0,1,4,137,1
CUST-2354,41,26.87,1101.67,Month-to-month,Bank transfer,0,1,2,116,0
CUST-2355,41,37.65,1543.6499999999999,Month-to-month,Credit card,1,1,1,64,0
CUST-2356,17,108.81,1849.77,Month-to-month,Credit card,0,1,0,80,0
CUST-2357,64,56.01,3584.64,Two Year,Credit card,0,0,0,106,0
CUST-2358,12,115.25,1383.0,One Year,Mailed check,0,1,1,65,0
CUST-2359,15,25.62,384.3,Month-to-month,Mailed check,1,1,2,120,1
CUST-2360,9,113.36,1020.24,Month-to-month,Bank transfer,1,0,0,84,0
CUST-2361,71,113.31,8045.01,One Year,Bank transfer,1,1,0,83,0
CUST-2362,24,48.66,1167.84,Month-to-month,Electronic check,0,0,1,122,1
CUST-2363,7,68.68,480.76000000000005,Month-to-month,Electronic check,0,0,1,103,1
CUST-2364,18,110.66,1991.8799999999999,Month-to-month,Electronic check,0,0,2,51,1
CUST-2365,33,81.27,2681.91,One Year,Electronic check,1,1,1,84,0
CUST-2366,54,113.55,6131.7,One Year,Mailed check,0,0,0,93,0
CUST-2367,44,33.84,1488.96,Month-to-month,Bank transfer,0,0,2,78,1
CUST-2368,6,93.5,561.0,Month-to-month,Bank transfer,1,1,2,131,0
CUST-2369,38,77.37,2940.0600000000004,Month-to-month,Credit card,1,1,1,128,0
CUST-2370,60,107.64,6458.4,Month-to-month,Electronic check,0,0,0,122,0
CUST-2371,67,60.22,4034.74,Month-to-month,Electronic check,0,0,1,109,0
CUST-2372,19,93.42,1774.98,Two Year,Credit card,1,1,1,45,1
CUST-2373,42,72.25,3034.5,Two Year,Electronic check,1,1,1,106,0
CUST-2374,63,90.61,5708.43,Month-to-month,Electronic check,1,1,1,109,0
CUST-2375,3,102.3,306.9,Month-to-month,Bank transfer,1,0,2,86,0
CUST-2376,17,107.03,1819.51,Month-to-month,Electronic check,1,1,2,92,1
CUST-2377,72,21.27,1531.44,Month-to-month,Electronic check,0,0,2,116,0
CUST-2378,59,70.36,4151.24,Month-to-month,Mailed check,0,0,2,106,0
CUST-2379,23,25.43,584.89,Two Year,Mailed check,1,0,3,103,0
CUST-2380,49,50.22,2460.7799999999997,Two Year,Bank transfer,1,1,3,77,0
CUST-2381,39,51.52,2009.2800000000002,Month-to-month,Electronic check,0,0,1,121,1
CUST-2382,20,77.27,1545.3999999999999,Two Year,Bank transfer,1,0,1,92,0
CUST-2383,17,23.88,405.96,Two Year,Mailed check,1,0,0,101,0
CUST-2384,1,43.73,43.73,Two Year,Credit card,0,0,4,122,1
CUST-2385,31,49.82,1544.42,Month-to-month,Mailed check,0,1,1,116,1
CUST-2386,31,84.23,2611.13,Month-to-month,Bank transfer,1,0,1,86,1
CUST-2387,57,91.34,5206.38,Two Year,Bank transfer,0,1,1,84,0
CUST-2388,64,56.18,3595.52,Month-to-month,Credit card,0,0,0,109,0
CUST-2389,24,58.56,1405.44,Two Year,Bank transfer,0,0,1,85,0
CUST-2390,72,79.37,5714.64,Month-to-month,Credit card,0,0,0,57,0
CUST-2391,52,90.87,4725.24,One Year,Bank transfer,0,0,2,100,1
CUST-2392,5,116.49,582.4499999999999,Two Year,Electronic check,1,1,4,68,0
CUST-2393,56,46.56,2607.36,One Year,Bank transfer,0,1,1,80,0
CUST-2394,2,101.29,202.58,One Year,Mailed check,0,0,1,131,0
CUST-2395,45,52.69,2371.0499999999997,One Year,Electronic check,0,0,4,85,0
CUST-2396,70,66.59,4661.3,Month-to-month,Bank transfer,0,1,3,117,0
CUST-2397,30,105.2,3156.0,Month-to-month,Mailed check,0,1,3,104,1
CUST-2398,1,55.65,55.65,Month-to-month,Credit card,1,1,1,118,0
CUST-2399,70,45.25,3167.5,Month-to-month,Credit card,0,0,1,113,0
CUST-2400,18,113.8,2048.4,Month-to-month,Electronic check,0,1,0,154,0
CUST-2401,34,114.67,3898.78,Month-to-month,Electronic check,1,1,2,72,1
CUST-2402,31,39.66,1229.4599999999998,Month-to-month,Credit card,1,1,2,90,0
CUST-2403,63,105.77,6663.509999999999,Month-to-month,Electronic check,1,0,1,109,0
CUST-2404,16,81.13,1298.08,Month-to-month,Bank transfer,0,0,2,91,1
CUST-2405,20,33.44,668.8,Month-to-month,Electronic check,1,1,0,102,0
CUST-2406,1,105.31,105.31,Month-to-month,Mailed check,1,0,1,96,1
CUST-2407,62,62.14,3852.68,Month-to-month,Bank transfer,1,0,2,105,0
CUST-2408,39,64.46,2513.9399999999996,Two Year,Mailed check,1,0,2,132,0
CUST-2409,37,91.0,3367.0,Two Year,Bank transfer,0,0,3,62,0
CUST-2410,10,70.21,702.0999999999999,Month-to-month,Credit card,0,0,0,137,1
CUST-2411,48,24.12,1157.76,Month-to-month,Mailed check,1,0,0,112,0
CUST-2412,37,92.19,3411.0299999999997,Month-to-month,Mailed check,0,1,2,81,0
CUST-2413,13,70.01,910.1300000000001,One Year,Bank transfer,1,0,0,94,0
CUST-2414,3,58.72,176.16,Month-to-month,Mailed check,1,1,2,74,0
CUST-2415,18,37.2,669.6,Month-to-month,Electronic check,0,1,1,56,1
CUST-2416,13,111.69,1451.97,Month-to-month,Credit card,0,0,1,94,0
CUST-2417,64,60.05,3843.2,Month-to-month,Electronic check,1,0,0,84,0
CUST-2418,41,92.58,3795.7799999999997,Month-to-month,Electronic check,1,1,0,65,0
CUST-2419,28,46.86,1312.08,Month-to-month,Bank transfer,1,0,2,125,0
CUST-2420,40,105.31,4212.4,Month-to-month,Electronic check,1,0,1,77,1
CUST-2421,26,23.49,610.74,Two Year,Mailed check,0,0,2,94,1
CUST-2422,67,92.46,6194.82,One Year,Bank transfer,1,0,1,92,0
CUST-2423,51,23.94,1220.94,Month-to-month,Electronic check,1,1,4,79,1
CUST-2424,43,66.67,2866.81,Two Year,Electronic check,1,1,2,116,0
CUST-2425,52,59.76,3107.52,Month-to-month,Credit card,1,0,1,96,0
CUST-2426,14,62.18,870.52,One Year,Electronic check,0,0,1,60,1
CUST-2427,22,61.72,1357.84,Month-to-month,Mailed check,0,1,0,119,1
CUST-2428,33,49.84,1644.72,Month-to-month,Mailed check,0,1,3,64,1
CUST-2429,22,82.61,1817.42,Month-to-month,Mailed check,1,1,1,114,0
CUST-2430,42,41.54,1744.68,One Year,Credit card,1,1,1,105,0
CUST-2431,55,91.13,5012.15,Month-to-month,Electronic check,1,1,1,78,0
CUST-2432,38,116.37,4422.06,Month-to-month,Credit card,1,0,0,107,0
CUST-2433,36,30.29,1090.44,Month-to-month,Bank transfer,1,0,1,152,0
CUST-2434,70,27.35,1914.5,Month-to-month,Bank transfer,1,0,4,100,1
CUST-2435,65,87.9,5713.5,Month-to-month,Mailed check,0,0,3,109,0
CUST-2436,71,92.98,6601.58,Two Year,Mailed check,1,1,2,96,0
CUST-2437,5,44.06,220.3,One Year,Credit card,1,0,0,91,0
CUST-2438,42,47.79,2007.18,One Year,Credit card,0,0,3,60,0
CUST-2439,19,91.17,1732.23,Month-to-month,Bank transfer,0,1,0,71,0
CUST-2440,71,93.94,6669.74,Month-to-month,Mailed check,0,0,1,132,0
CUST-2441,24,38.8,931.1999999999999,Month-to-month,Bank transfer,1,0,2,121,1
CUST-2442,61,102.51,6253.110000000001,Month-to-month,Electronic check,1,0,2,61,0
CUST-2443,57,61.17,3486.69,Month-to-month,Credit card,1,0,1,116,0
CUST-2444,34,63.74,2167.16,Month-to-month,Credit card,0,0,2,127,0
CUST-2445,67,58.56,3923.52,Month-to-month,Credit card,1,0,1,112,0
CUST-2446,69,86.08,5939.5199999999995,Month-to-month,Credit card,0,1,0,131,0
CUST-2447,67,61.41,4114.469999999999,Month-to-month,Electronic check,1,1,0,83,0
CUST-2448,66,30.78,2031.48,Month-to-month,Mailed check,1,1,2,96,0
CUST-2449,67,56.28,3770.76,One Year,Bank transfer,0,0,0,143,0
CUST-2450,42,90.45,3798.9,Month-to-month,Electronic check,0,1,1,99,0
CUST-2451,9,62.43,561.87,Month-to-month,Credit card,1,0,3,140,1
CUST-2452,55,115.91,6375.05,Two Year,Electronic check,0,0,0,104,0
CUST-2453,15,112.22,1683.3,One Year,Electronic check,1,1,2,113,0
CUST-2454,26,37.96,986.96,Two Year,Bank transfer,1,0,1,121,0
CUST-2455,6,59.96,359.76,One Year,Credit card,0,0,1,97,1
CUST-2456,65,90.14,5859.1,Month-to-month,Credit card,0,1,1,70,1
CUST-2457,48,67.09,3220.32,Month-to-month,Electronic check,0,1,4,92,1
CUST-2458,26,45.59,1185.3400000000001,One Year,Electronic check,0,0,1,59,0
CUST-2459,70,116.8,8176.0,Month-to-month,Electronic check,0,1,0,60,0
CUST-2460,57,68.78,3920.46,One Year,Bank transfer,0,1,2,106,0
CUST-2461,4,83.59,334.36,Month-to-month,Credit card,0,0,1,81,0
CUST-2462,51,103.21,5263.71,Two Year,Mailed check,0,0,0,107,0
CUST-2463,57,42.04,2396.2799999999997,One Year,Mailed check,0,0,2,82,0
CUST-2464,58,72.96,4231.679999999999,Month-to-month,Electronic check,1,1,1,77,0
CUST-2465,11,52.59,578.49,One Year,Electronic check,0,1,1,94,1
CUST-2466,12,51.42,617.04,One Year,Mailed check,1,1,0,126,0
CUST-2467,13,72.01,936.1300000000001,Month-to-month,Electronic check,1,0,1,124,0
CUST-2468,63,116.05,7311.15,One Year,Bank transfer,0,1,3,80,0
CUST-2469,32,107.49,3439.68,Month-to-month,Electronic check,0,0,1,66,1
CUST-2470,35,82.15,2875.25,Month-to-month,Electronic check,0,1,1,93,0
CUST-2471,10,43.43,434.3,Month-to-month,Credit card,0,0,0,134,1
CUST-2472,41,89.88,3685.08,One Year,Credit card,0,1,1,78,0
CUST-2473,69,104.43,7205.67,Month-to-month,Electronic check,1,0,2,123,0
CUST-2474,41,110.65,4536.650000000001,Month-to-month,Mailed check,1,1,1,91,0
CUST-2475,31,26.05,807.5500000000001,One Year,Mailed check,0,1,2,76,0
CUST-2476,27,94.98,2564.46,One Year,Electronic check,1,0,4,145,0
CUST-2477,3,96.23,288.69,Month-to-month,Electronic check,1,1,0,115,1
CUST-2478,28,67.34,1885.52,Month-to-month,Electronic check,0,1,1,126,0
CUST-2479,56,57.9,3242.4,Month-to-month,Electronic check,0,0,2,128,0
CUST-2480,55,43.07,2368.85,Month-to-month,Credit card,0,0,3,109,1
CUST-2481,47,62.88,2955.36,Month-to-month,Mailed check,1,1,3,134,0
CUST-2482,29,96.01,2784.29,One Year,Electronic check,1,1,0,98,1
CUST-2483,44,115.49,5081.5599999999995,Month-to-month,Mailed check,0,0,2,74,0
CUST-2484,58,91.77,5322.66,Two Year,Electronic check,0,1,0,113,0
CUST-2485,64,76.86,4919.04,One Year,Mailed check,1,0,2,97,0
CUST-2486,64,84.94,5436.16,Month-to-month,Bank transfer,0,1,2,118,0
CUST-2487,46,45.49,2092.54,Month-to-month,Electronic check,1,1,1,101,1
CUST-2488,37,68.86,2547.82,Month-to-month,Bank transfer,1,1,1,144,0
CUST-2489,28,29.39,822.9200000000001,One Year,Mailed check,0,1,2,100,0
CUST-2490,20,49.97,999.4,One Year,Electronic check,1,0,2,84,0
CUST-2491,13,22.01,286.13,Month-to-month,Bank transfer,0,0,0,101,1
CUST-2492,52,49.49,2573.48,Month-to-month,Bank transfer,0,1,3,101,1
CUST-2493,58,42.12,2442.96,Month-to-month,Bank transfer,0,0,0,123,0
CUST-2494,6,32.79,196.74,Month-to-month,Bank transfer,1,1,1,112,0
CUST-2495,34,43.69,1485.46,Month-to-month,Bank transfer,0,0,1,69,1
CUST-2496,40,27.45,1098.0,Month-to-month,Bank transfer,1,0,1,124,0
CUST-2497,22,117.86,2592.92,Month-to-month,Credit card,0,1,0,106,1
CUST-2498,10,118.88,1188.8,Month-to-month,Bank transfer,1,1,2,65,0
CUST-2499,2,86.27,172.54,Month-to-month,Electronic check,1,1,2,129,1
CUST-2500,10,26.84,268.4,One Year,Credit card,0,0,0,60,1
CUST-2501,51,104.28,5318.28,Month-to-month,Electronic check,1,1,4,81,1
CUST-2502,45,82.32,3704.3999999999996,Two Year,Electronic check,1,1,3,95,0
CUST-2503,58,106.64,6185.12,One Year,Credit card,0,0,1,97,1
CUST-2504,8,101.28,810.24,One Year,Credit card,1,1,2,112,0
CUST-2505,72,52.26,3762.72,Month-to-month,Mailed check,1,1,2,91,0
CUST-2506,24,32.42,778.08,Month-to-month,Electronic check,1,1,0,105,1
CUST-2507,61,101.0,6161.0,Month-to-month,Credit card,0,1,2,109,0
CUST-2508,33,83.88,2768.04,Month-to-month,Mailed check,1,0,3,71,1
CUST-2509,60,74.08,4444.8,Month-to-month,Bank transfer,0,1,2,110,0
CUST-2510,40,96.12,3844.8,Two Year,Credit card,1,0,4,119,1
CUST-2511,19,88.73,1685.8700000000001,Two Year,Credit card,1,0,6,103,0
CUST-2512,38,88.98,3381.2400000000002,Two Year,Bank transfer,1,1,0,130,0
CUST-2513,10,59.04,590.4,Month-to-month,Credit card,0,0,1,92,1
CUST-2514,51,55.24,2817.2400000000002,One Year,Credit card,0,0,1,94,0
CUST-2515,1,119.13,119.13,Month-to-month,Electronic check,0,1,1,120,1
CUST-2516,27,42.24,1140.48,One Year,Electronic check,1,1,0,96,1
CUST-2517,42,86.71,3641.8199999999997,Month-to-month,Mailed check,1,0,2,54,0
CUST-2518,16,54.19,867.04,Two Year,Electronic check,1,1,1,88,0
CUST-2519,3,53.4,160.2,Month-to-month,Electronic check,0,1,2,43,0
CUST-2520,2,40.68,81.36,Month-to-month,Credit card,1,0,1,107,1
CUST-2521,46,100.13,4605.98,Month-to-month,Bank transfer,1,1,1,93,0
CUST-2522,25,89.02,2225.5,Month-to-month,Bank transfer,1,0,1,73,1
CUST-2523,72,104.58,7529.76,Month-to-month,Electronic check,0,0,0,102,1
CUST-2524,23,26.84,617.32,Month-to-month,Electronic check,0,0,0,51,1
CUST-2525,66,58.4,3854.4,Two Year,Electronic check,0,1,0,121,0
CUST-2526,24,67.45,1618.8000000000002,Month-to-month,Electronic check,1,1,3,118,1
CUST-2527,60,76.3,4578.0,Two Year,Electronic check,0,1,4,133,0
CUST-2528,16,98.9,1582.4,Month-to-month,Credit card,0,1,2,106,0
CUST-2529,6,67.07,402.41999999999996,Month-to-month,Bank transfer,1,0,1,60,0
CUST-2530,10,24.51,245.10000000000002,Two Year,Credit card,1,0,0,130,0
CUST-2531,19,103.64,1969.16,Month-to-month,Electronic check,0,1,0,114,1
CUST-2532,35,85.25,2983.75,Month-to-month,Electronic check,0,1,0,120,1
CUST-2533,13,87.69,1139.97,Two Year,Electronic check,1,0,0,109,0
CUST-2534,2,74.49,148.98,One Year,Credit card,1,1,2,78,1
CUST-2535,34,110.36,3752.24,Two Year,Electronic check,0,1,0,69,0
CUST-2536,24,29.23,701.52,One Year,Credit card,0,0,2,89,0
CUST-2537,49,49.44,2422.56,Two Year,Electronic check,1,1,1,66,0
CUST-2538,46,99.22,4564.12,One Year,Electronic check,1,1,0,68,0
CUST-2539,58,60.3,3497.3999999999996,Month-to-month,Electronic check,0,1,1,116,0
CUST-2540,60,76.63,4597.799999999999,Month-to-month,Bank transfer,0,0,2,91,1
CUST-2541,13,82.04,1066.52,Month-to-month,Electronic check,1,0,1,138,0
CUST-2542,15,56.31,844.6500000000001,Two Year,Bank transfer,0,1,2,92,0
CUST-2543,72,40.51,2916.72,Month-to-month,Electronic check,0,0,2,90,1
CUST-2544,45,85.71,3856.95,One Year,Credit card,0,0,3,52,0
CUST-2545,6,43.04,258.24,Month-to-month,Bank transfer,0,1,2,68,0
CUST-2546,39,28.94,1128.66,Two Year,Bank transfer,0,1,2,101,0
CUST-2547,25,44.37,1109.25,Month-to-month,Electronic check,1,0,3,64,1
CUST-2548,13,54.65,710.4499999999999,Two Year,Electronic check,0,0,2,101,0
CUST-2549,15,27.14,407.1,Month-to-month,Mailed check,1,1,1,101,0
CUST-2550,31,106.59,3304.29,Month-to-month,Electronic check,1,0,3,132,0
CUST-2551,43,118.08,5077.44,Month-to-month,Electronic check,1,0,2,72,0
CUST-2552,55,44.66,2456.2999999999997,One Year,Mailed check,1,0,2,111,0
CUST-2553,40,95.6,3824.0,Month-to-month,Credit card,0,0,1,110,0
CUST-2554,63,54.41,3427.83,Month-to-month,Credit card,0,1,2,136,1
CUST-2555,17,104.37,1774.29,One Year,Electronic check,0,1,0,145,0
CUST-2556,51,111.33,5677.83,One Year,Electronic check,0,0,1,106,1
CUST-2557,3,98.99,296.96999999999997,Month-to-month,Credit card,1,1,1,89,0
CUST-2558,19,38.37,729.03,One Year,Credit card,1,0,0,73,0
CUST-2559,23,91.47,2103.81,Month-to-month,Credit card,0,0,0,95,0
CUST-2560,58,34.45,1998.1000000000001,One Year,Electronic check,1,0,1,143,0
CUST-2561,67,33.79,2263.93,Month-to-month,Electronic check,0,1,1,105,0
CUST-2562,58,98.96,5739.679999999999,Two Year,Electronic check,1,1,0,118,0
CUST-2563,61,53.2,3245.2000000000003,One Year,Mailed check,0,1,1,91,0
CUST-2564,66,31.1,2052.6,One Year,Credit card,1,1,2,94,0
CUST-2565,14,43.8,613.1999999999999,Two Year,Electronic check,1,0,2,86,1
CUST-2566,56,78.2,4379.2,Month-to-month,Electronic check,0,0,1,143,1
CUST-2567,63,49.48,3117.24,Two Year,Credit card,0,0,1,114,0
CUST-2568,60,68.78,4126.8,Month-to-month,Mailed check,1,0,2,107,0
CUST-2569,39,104.22,4064.58,Month-to-month,Bank transfer,0,0,3,111,1
CUST-2570,1,54.29,54.29,Two Year,Mailed check,1,0,0,118,0
CUST-2571,72,23.28,1676.16,One Year,Credit card,0,1,1,129,0
CUST-2572,69,67.64,4667.16,Month-to-month,Electronic check,0,0,0,99,1
CUST-2573,1,108.8,108.8,Month-to-month,Mailed check,0,1,0,77,0
CUST-2574,70,22.63,1584.1,One Year,Mailed check,0,0,0,83,0
CUST-2575,16,77.61,1241.76,Month-to-month,Electronic check,0,1,1,78,0
CUST-2576,11,61.42,675.62,Two Year,Mailed check,0,0,0,106,0
CUST-2577,57,55.77,3178.8900000000003,Two Year,Mailed check,1,0,2,115,0
CUST-2578,62,23.96,1485.52,Two Year,Credit card,0,0,2,76,0
CUST-2579,25,77.55,1938.75,Month-to-month,Mailed check,0,0,0,128,0
CUST-2580,63,30.68,1932.84,One Year,Credit card,0,0,2,107,0
CUST-2581,63,43.72,2754.36,Month-to-month,Mailed check,0,1,0,151,0
CUST-2582,69,45.86,3164.34,Two Year,Electronic check,1,1,0,121,0
CUST-2583,57,35.67,2033.19,Month-to-month,Credit card,1,0,0,80,1
CUST-2584,54,27.62,1491.48,Month-to-month,Credit card,0,0,2,92,0
CUST-2585,60,89.12,5347.200000000001,Month-to-month,Electronic check,0,0,0,98,0
CUST-2586,23,75.07,1726.61,One Year,Electronic check,1,1,1,92,0
CUST-2587,13,33.71,438.23,Month-to-month,Mailed check,1,0,2,141,0
CUST-2588,65,30.47,1980.55,One Year,Bank transfer,1,0,2,110,0
CUST-2589,27,60.45,1632.15,Month-to-month,Credit card,1,1,2,102,0
CUST-2590,64,106.34,6805.76,One Year,Electronic check,0,0,3,131,0
CUST-2591,68,58.96,4009.28,Month-to-month,Credit card,0,0,3,94,0
CUST-2592,70,93.4,6538.0,One Year,Credit card,0,0,1,96,0
CUST-2593,36,105.0,3780.0,Month-to-month,Electronic check,0,0,1,76,1
CUST-2594,66,86.38,5701.08,One Year,Bank transfer,0,0,2,115,0
CUST-2595,23,82.73,1902.7900000000002,Two Year,Bank transfer,0,0,1,120,0
CUST-2596,52,63.65,3309.7999999999997,Month-to-month,Credit card,1,0,2,111,0
CUST-2597,45,44.38,1997.1000000000001,One Year,Bank transfer,0,1,2,58,0
CUST-2598,29,86.93,2520.9700000000003,One Year,Mailed check,0,0,1,97,0
CUST-2599,50,30.12,1506.0,One Year,Credit card,1,0,2,106,0
CUST-2600,13,108.19,1406.47,Month-to-month,Bank transfer,1,1,2,99,0
CUST-2601,38,42.15,1601.7,Month-to-month,Electronic check,0,0,0,149,1
CUST-2602,29,88.04,2553.1600000000003,Two Year,Bank transfer,0,1,1,105,0
CUST-2603,32,80.92,2589.44,Two Year,Mailed check,1,0,1,96,0
CUST-2604,58,102.74,5958.92,Month-to-month,Credit card,0,0,0,109,1
CUST-2605,1,38.91,38.91,One Year,Electronic check,0,0,1,85,1
CUST-2606,25,21.73,543.25,One Year,Bank transfer,1,1,4,119,0
CUST-2607,49,31.86,1561.1399999999999,Month-to-month,Electronic check,0,0,0,109,1
CUST-2608,72,75.51,5436.72,Month-to-month,Bank transfer,0,1,1,119,1
CUST-2609,27,61.92,1671.8400000000001,Month-to-month,Mailed check,1,0,2,113,1
CUST-2610,1,78.25,78.25,Two Year,Credit card,1,0,2,106,0
CUST-2611,12,119.44,1433.28,Two Year,Electronic check,1,0,0,121,0
CUST-2612,6,67.19,403.14,Month-to-month,Mailed check,0,1,1,96,0
CUST-2613,70,96.03,6722.1,Month-to-month,Electronic check,0,0,1,120,1
CUST-2614,32,106.56,3409.92,One Year,Electronic check,1,0,1,131,0
CUST-2615,66,99.24,6549.839999999999,Month-to-month,Mailed check,0,0,0,109,0
CUST-2616,59,76.92,4538.28,Two Year,Bank transfer,1,0,4,93,0
CUST-2617,17,25.84,439.28,Month-to-month,Bank transfer,1,1,1,122,0
CUST-2618,55,28.26,1554.3000000000002,One Year,Bank transfer,1,1,2,132,0
CUST-2619,67,31.72,2125.24,Month-to-month,Credit card,1,0,0,109,1
CUST-2620,29,112.47,3261.63,Month-to-month,Electronic check,0,0,3,114,1
CUST-2621,69,86.45,5965.05,One Year,Credit card,0,1,0,102,0
CUST-2622,47,63.05,2963.35,Two Year,Electronic check,0,0,1,121,0
CUST-2623,37,72.48,2681.76,Month-to-month,Bank transfer,0,1,1,76,0
CUST-2624,15,32.31,484.65000000000003,One Year,Electronic check,0,1,0,122,0
CUST-2625,2,84.99,169.98,Month-to-month,Electronic check,0,0,0,68,1
CUST-2626,56,50.96,2853.76,Month-to-month,Electronic check,0,1,1,96,0
CUST-2627,42,70.95,2979.9,One Year,Electronic check,0,1,3,119,1
CUST-2628,12,50.87,610.4399999999999,Month-to-month,Credit card,0,1,2,131,1
CUST-2629,50,110.31,5515.5,Two Year,Electronic check,0,0,0,61,0
CUST-2630,15,24.64,369.6,Month-to-month,Electronic check,0,0,0,39,0
CUST-2631,49,96.41,4724.09,Month-to-month,Credit card,0,1,1,99,1
CUST-2632,34,107.52,3655.68,One Year,Mailed check,0,0,1,86,0
CUST-2633,2,21.23,42.46,Two Year,Mailed check,0,0,1,45,0
CUST-2634,61,79.23,4833.030000000001,Month-to-month,Electronic check,1,1,2,74,0
CUST-2635,31,23.23,720.13,Month-to-month,Mailed check,0,1,1,101,0
CUST-2636,63,65.49,4125.87,Month-to-month,Electronic check,1,0,2,55,0
CUST-2637,14,41.18,576.52,Month-to-month,Credit card,0,1,1,73,0
CUST-2638,20,74.71,1494.1999999999998,Month-to-month,Mailed check,0,0,1,88,0
CUST-2639,54,66.33,3581.8199999999997,Month-to-month,Electronic check,0,0,0,161,1
CUST-2640,36,67.29,2422.44,One Year,Mailed check,1,0,4,133,0
CUST-2641,8,61.65,493.2,Two Year,Bank transfer,1,0,3,63,0
CUST-2642,45,110.51,4972.95,Month-to-month,Bank transfer,1,1,3,133,0
CUST-2643,28,88.19,2469.3199999999997,Month-to-month,Electronic check,0,0,3,82,1
